player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,latitude,longitude,general_position
198810,https://sofifa.com/player/198810/bailey-wright/200002,20.0,2.0,2019-09-19,B. Wright,Bailey Colin Wright,"CB, RB",71,74,2600000.0,24000.0,26,1992-07-28,184,79,1919.0,Bristol City,14.0,Championship,2.0,LCB,5.0,,2017-01-06,2020.0,195,Australia,1415.0,SUB,19.0,Right,3,2,1,Medium/Medium,Normal (170-185),No,5200000.0,,"Leadership, Power Header",63.0,39.0,51.0,58.0,69.0,77.0,55,39,70,60,22,53,36,27,44,63,64,63,60,65,63,46,80,70,79,36,80,68,39,46,39,64.0,69,70,70,13,10,15,15,16,,53+2,53+2,53+2,54,53,53,53,54,53+2,53+2,53+2,55+2,55+2,55+2,55+2,55+2,65+2,64+2,64+2,64+2,65+2,66+2,70+2,70+2,70+2,66+2,19+2,-25.274398,133.775136,DEF
212454,https://sofifa.com/player/212454/callum-odowda/200002,20.0,2.0,2019-09-19,C. O'Dowda,Callum O'Dowda,LM,71,77,3200000.0,23000.0,24,1995-04-23,180,75,1919.0,Bristol City,14.0,Championship,2.0,LM,11.0,,2016-07-14,2020.0,25,Republic of Ireland,1355.0,SUB,18.0,Left,2,3,1,Medium/Medium,Lean (170-185),No,6800000.0,,Speed Dribbler (AI),85.0,60.0,64.0,73.0,38.0,63.0,69,62,59,67,48,73,59,57,56,70,87,84,80,67,74,60,67,71,65,58,48,38,61,64,58,56.0,43,31,25,14,14,7,14,10,,65+2,65+2,65+2,70,68,68,68,70,68+2,68+2,68+2,70+2,62+2,62+2,62+2,70+2,57+2,53+2,53+2,53+2,57+2,54+2,48+2,48+2,48+2,54+2,19+2,0.0,0.0,MID
202052,https://sofifa.com/player/202052/benik-afobe/200002,20.0,2.0,2019-09-19,B. Afobe,Benik Afobe,ST,71,73,2900000.0,24000.0,26,1993-02-12,183,78,1919.0,Bristol City,14.0,Championship,2.0,SUB,40.0,Stoke City,,2020.0,110,Congo DR,,,,Right,2,3,1,Medium/Medium,Normal (170-185),Yes,,,,76.0,70.0,59.0,67.0,29.0,69.0,46,74,64,66,70,64,65,57,52,70,75,77,69,68,65,68,74,63,76,64,60,25,72,64,72,70.0,31,22,17,7,6,9,10,7,,70+2,70+2,70+2,67,69,69,69,67,67+2,67+2,67+2,66+2,61+2,61+2,61+2,66+2,48+2,48+2,48+2,48+2,48+2,46+2,44+2,44+2,44+2,46+2,14+2,0.0,0.0,FWD
199960,https://sofifa.com/player/199960/jamie-paterson/180002,18.0,2.0,2017-09-18,J. Paterson,Jamie Paterson,"LM, CAM, RM",71,74,3000000.0,30000.0,25,1991-12-20,175,67,1919.0,Bristol City,14.0,Championship,2.0,LM,20.0,,2016-08-27,2019.0,14,England,,,,Right,4,3,1,High/Medium,Lean (170-185),No,5900000.0,,"Selfish, Technical Dribbler (AI), Takes Finesse Free Kicks",83.0,66.0,67.0,73.0,26.0,47.0,69,67,57,66,57,72,67,67,63,70,85,82,89,66,77,66,72,70,41,67,27,32,65,68,64,67.0,20,18,27,14,8,12,12,7,,66+1,66+1,66+1,71,69,69,69,71,70+1,70+1,70+1,70+1,63+1,63+1,63+1,70+1,54+1,47+1,47+1,47+1,54+1,50+1,38+1,38+1,38+1,50+1,16+1,51.509865,-0.118092,MID
223283,https://sofifa.com/player/223283/famara-diedhiou/210002,21.0,2.0,2020-09-23,F. Diédhiou,Famara Diédhiou,ST,71,72,2200000.0,29000.0,27,1992-12-15,189,80,1919.0,Bristol City,14.0,Championship,2.0,SUB,9.0,,2017-06-28,2021.0,136,Senegal,,,,Right,2,3,1,High/High,Normal (185+),No,5500000.0,,Power Header,59.0,70.0,47.0,66.0,32.0,74.0,33,73,78,60,63,66,53,33,35,69,52,64,60,65,58,76,65,59,87,58,63,22,75,50,75,63.0,37,22,16,7,10,15,11,12,,71+1,71+1,71+1,62,66,66,66,62,62+2,62+2,62+2,59+2,55+2,55+2,55+2,59+2,44+2,45+2,45+2,45+2,44+2,42+2,47+2,47+2,47+2,42+2,16+2,0.0,0.0,FWD
201122,https://sofifa.com/player/201122/tomas-kalas/210002,21.0,2.0,2020-09-23,T. Kalas,Tomáš Kalas,CB,71,74,2100000.0,24000.0,27,1993-05-15,183,80,1919.0,Bristol City,14.0,Championship,2.0,SUB,22.0,,2019-07-01,2023.0,12,Czech Republic,1330.0,SUB,6.0,Right,3,2,1,Low/High,Normal (170-185),No,5100000.0,,,72.0,48.0,54.0,63.0,71.0,75.0,51,38,73,66,24,61,25,18,60,64,71,73,67,70,68,66,80,74,77,57,68,72,46,48,53,73.0,68,72,73,8,8,9,7,7,,59+2,59+2,59+2,59,59,59,59,59,59+2,59+2,59+2,60+2,62+2,62+2,62+2,60+2,68+2,68+2,68+2,68+2,68+2,69+2,71+2,71+2,71+2,69+2,14+2,49.817492,15.472962,DEF
224265,https://sofifa.com/player/224265/joe-williams/210002,21.0,2.0,2020-09-23,J. Williams,Joe Williams,"CDM, CM, CAM",71,78,3500000.0,21000.0,23,1996-12-08,185,80,1919.0,Bristol City,14.0,Championship,2.0,SUB,20.0,,2020-08-20,2024.0,14,England,,,,Right,2,3,1,Medium/High,Normal (185+),Yes,6300000.0,,"Solid Player, Dives Into Tackles (AI), Long Passer (AI)",62.0,56.0,67.0,68.0,68.0,65.0,60,53,54,72,62,69,58,54,73,67,69,57,63,68,67,63,49,70,57,58,84,66,47,65,59,63.0,68,72,71,14,9,10,10,9,,59+2,59+2,59+2,63,62,62,62,63,65+2,65+2,65+2,65+2,67+2,67+2,67+2,65+2,67+2,70+2,70+2,70+2,67+2,67+2,67+2,67+2,67+2,67+2,17+2,51.509865,-0.118092,MID
198810,https://sofifa.com/player/198810/bailey-wright/180002,18.0,2.0,2017-09-18,B. Wright,Bailey Colin Wright,CB,71,77,2800000.0,20000.0,24,1992-07-28,184,79,1919.0,Bristol City,14.0,Championship,2.0,SUB,5.0,,2017-01-06,2019.0,195,Australia,1415.0,LCB,8.0,Right,3,2,1,Medium/Medium,Normal (170-185),No,5800000.0,,Power Header,66.0,39.0,48.0,56.0,70.0,78.0,47,39,70,55,22,48,36,27,44,64,69,64,60,65,63,46,82,72,81,36,78,67,39,46,39,64.0,71,71,69,13,10,15,15,16,,53+1,53+1,53+1,52,52,52,52,52,52+1,52+1,52+1,54+1,54+1,54+1,54+1,54+1,63+1,64+1,64+1,64+1,63+1,65+1,70+1,70+1,70+1,65+1,19+1,-25.274398,133.775136,DEF
194017,/player/194017/andreas-weimann/240002,24.0,2.0,2023-09-22,A. Weimann,Andreas Weimann,"CAM, CM, ST",71,71,1600000.0,22000.0,31,1991-08-05,178,76,1919.0,Bristol City,14.0,Championship,2.0,SUB,14.0,,2018-07-03,2024.0,4,Austria,,,,Right,3,3,1,High/Medium,Normal (170-185),Yes,3000000.0,,Rapid,81.0,72.0,65.0,71.0,45.0,73.0,63,74,69,67,69,71,68,64,55,71,83,80,77,73,68,74,79,87,65,68,74,52,76,70,67,65.0,40,41,34,11,9,16,12,6,,73-2,73-2,73-2,72-1,73-2,73-2,73-2,72-1,71,71,71,72-1,67+2,67+2,67+2,72-1,62+2,59+2,59+2,59+2,62+2,59+2,55+2,55+2,55+2,59+2,17+2,47.516231,14.550072,MID
241824,/player/241824/rob-atkinson/240002,24.0,2.0,2023-09-22,R. Atkinson,Robert Atkinson,CB,71,76,2600000.0,17000.0,24,1998-07-13,193,85,1919.0,Bristol City,14.0,Championship,2.0,SUB,5.0,,2021-07-03,2026.0,14,England,,,,Left,3,2,1,Medium/Medium,Stocky (185+),No,5100000.0,,"Power Header, Aerial",55.0,25.0,48.0,56.0,71.0,80.0,28,21,73,63,28,60,37,19,58,57,52,58,37,65,40,29,80,78,85,25,71,71,33,46,30,64.0,71,72,70,13,11,8,6,13,,47+2,47+2,47+2,47,48,48,48,47,50+2,50+2,50+2,52+2,57+2,57+2,57+2,52+2,62+2,67+2,67+2,67+2,62+2,64+2,71+2,71+2,71+2,64+2,17+2,51.509865,-0.118092,DEF
189099,https://sofifa.com/player/189099/jonathan-kodjia/160002,16.0,2.0,2015-09-21,J. Kodjia,Jonathan Adjo Kodjia,ST,71,75,2100000.0,20000.0,25,1989-10-22,189,77,1919.0,Bristol City,14.0,Championship,2.0,RS,22.0,,2015-07-20,2018.0,18,France,,,,Right,3,3,1,High/Low,Lean (185+),No,,,Chip Shot (AI),83.0,67.0,51.0,72.0,24.0,72.0,49,72,66,58,52,73,45,56,39,70,83,83,84,66,55,69,82,70,77,57,59,22,82,48,62,,17,20,19,8,14,16,9,13,,71,71,71,69,70,70,70,69,66,66,66,66,56,56,56,66,48,44,44,44,48,46,42,42,42,46,17,48.864716,2.349014,FWD
205054,/player/205054/kal-naismith/240002,24.0,2.0,2023-09-22,K. Naismith,Kal Naismith,"CB, CDM",71,71,1300000.0,20000.0,31,1992-02-18,185,78,1919.0,Bristol City,14.0,Championship,2.0,SUB,4.0,,2022-07-01,2025.0,42,Scotland,,,,Left,3,3,1,High/Medium,Normal (185+),No,2500000.0,,"Long Ball Pass, Anticipate",68.0,65.0,66.0,67.0,70.0,77.0,68,63,70,65,45,67,70,74,62,64,69,67,74,69,74,73,79,79,78,71,73,70,52,64,59,65.0,70,71,69,9,12,6,10,7,,65+2,65+2,65+2,65,65,65,65,65,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,69+2,69+2,69+2,69+2,69+2,69+2,71,71,71,69+2,16+2,56.490671,-4.202646,DEF
200758,https://sofifa.com/player/200758/liam-moore/160002,16.0,2.0,2015-09-21,L. Moore,Liam Simon Moore,"CB, RB",70,79,1800000.0,20000.0,22,1993-01-31,185,86,1919.0,Bristol City,14.0,Championship,2.0,RCB,16.0,Leicester City,,2016.0,14,England,,,,Right,3,2,1,Medium/Medium,Normal (185+),Yes,,,Long Throw-in,71.0,31.0,51.0,57.0,70.0,74.0,58,20,72,59,34,53,37,24,42,59,69,73,59,71,66,55,74,70,75,32,75,64,37,45,20,,70,72,73,8,9,7,8,10,,51,51,51,53,51,51,51,53,51,51,51,55,54,54,54,55,66,64,64,64,66,68,70,70,70,68,16,51.509865,-0.118092,DEF
202408,https://sofifa.com/player/202408/aden-flint/160002,16.0,2.0,2015-09-21,A. Flint,Aden Flint,CB,70,72,1300000.0,20000.0,25,1989-07-11,197,83,1919.0,Bristol City,14.0,Championship,2.0,CB,4.0,,2013-06-11,2019.0,14,England,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,,"#Aerial Threat, #Strength","Injury Free, Power Header",55.0,40.0,35.0,39.0,71.0,79.0,18,42,78,45,19,31,24,25,31,52,54,56,31,61,27,60,59,67,86,23,79,66,32,42,38,,69,73,70,13,10,8,10,11,,50,50,50,41,45,45,45,41,42,42,42,42,46,46,46,42,55,60,60,60,55,60,70,70,70,60,16,51.509865,-0.118092,DEF
212454,https://sofifa.com/player/212454/callum-odowda/220002,22.0,2.0,2021-09-23,C. O'Dowda,Callum O'Dowda,"LM, CM, RM",70,71,1900000.0,19000.0,26,1995-04-23,180,75,1919.0,Bristol City,14.0,Championship,2.0,SUB,11.0,,2016-07-14,2022.0,25,Republic of Ireland,1355.0,SUB,15.0,Left,3,3,1,Medium/High,Lean (170-185),No,3800000.0,,"Injury Prone, Technical Dribbler (AI)",82.0,61.0,65.0,71.0,40.0,63.0,70,62,51,67,52,72,68,57,58,70,83,82,80,67,74,64,67,71,65,58,47,38,61,64,58,56.0,45,37,25,14,14,7,14,10,,65+2,65+2,65+2,69,67,67,67,69,67+2,67+2,67+2,69+2,63+2,63+2,63+2,69+2,58+2,54+2,54+2,54+2,58+2,55+2,48+2,48+2,48+2,55+2,19+2,0.0,0.0,MID
224265,https://sofifa.com/player/224265/joe-williams/220002,22.0,2.0,2021-09-23,J. Williams,Joe Williams,"CDM, CM, CAM",70,77,3000000.0,15000.0,24,1996-12-08,185,80,1919.0,Bristol City,14.0,Championship,2.0,SUB,8.0,,2020-08-20,2024.0,14,England,,,,Right,2,3,1,Medium/High,Normal (185+),Yes,6300000.0,,"Dives Into Tackles (AI), Long Passer (AI)",60.0,56.0,67.0,67.0,68.0,64.0,60,53,54,72,62,69,58,54,73,67,69,53,63,65,67,63,49,64,58,58,84,66,47,65,59,63.0,68,72,71,14,9,10,10,9,,59+2,59+2,59+2,63,62,62,62,63,64+2,64+2,64+2,64+2,67+2,67+2,67+2,64+2,66+2,69+2,69+2,69+2,66+2,66+2,67+2,67+2,67+2,66+2,16+2,51.509865,-0.118092,MID
189235,https://sofifa.com/player/189235/jens-hegeler/190002,19.0,2.0,2018-08-21,J. Hegeler,Jens Hegeler,"CB, CDM, CM",70,70,1300000.0,20000.0,30,1988-01-22,193,86,1919.0,Bristol City,14.0,Championship,2.0,SUB,13.0,,2017-01-04,2019.0,21,Germany,,,,Right,3,2,1,Low/Medium,Lean (185+),No,2500000.0,,,51.0,62.0,68.0,64.0,69.0,65.0,62,55,71,70,50,65,64,73,72,70,52,51,49,67,49,72,60,50,75,67,62,69,64,68,79,73.0,67,72,67,13,15,11,14,8,,64+1,64+1,64+1,63,65,65,65,63,65+1,65+1,65+1,63+1,67+1,67+1,67+1,63+1,64+1,68+1,68+1,68+1,64+1,65+1,69+1,69+1,69+1,65+1,18+1,52.520008,13.404954,DEF
196916,https://sofifa.com/player/196916/marlon-pack/180002,18.0,2.0,2017-09-18,M. Pack,Marlon Pack,"CM, CDM",70,73,2200000.0,30000.0,26,1991-03-25,188,74,1919.0,Bristol City,14.0,Championship,2.0,SUB,21.0,,2013-08-02,2018.0,14,England,,,,Right,3,2,1,High/High,Normal (185+),No,4300000.0,#Engine,"Power Free-Kick, Long Passer (AI), Long Shot Taker (AI)",61.0,58.0,70.0,65.0,65.0,76.0,68,52,65,73,54,63,57,68,70,69,57,65,64,63,60,73,68,89,75,57,66,70,60,71,64,72.0,63,64,61,10,8,11,15,9,,63+1,63+1,63+1,64,64,64,64,64,65+1,65+1,65+1,66+1,69+1,69+1,69+1,66+1,68+1,69+1,69+1,69+1,68+1,67+1,66+1,66+1,66+1,67+1,16+1,51.509865,-0.118092,MID
189403,https://sofifa.com/player/189403/nathan-baker/220002,22.0,2.0,2021-09-23,N. Baker,Nathan Baker,CB,70,70,1300000.0,17000.0,30,1991-04-23,189,82,1919.0,Bristol City,14.0,Championship,2.0,SUB,17.0,,2017-07-28,2023.0,14,England,,,,Left,2,2,1,Low/High,Normal (185+),Yes,2500000.0,,"Injury Prone, Dives Into Tackles (AI)",48.0,34.0,43.0,44.0,70.0,75.0,44,30,72,53,30,36,41,20,51,48,46,49,46,70,48,59,72,60,80,19,84,70,23,27,35,55.0,70,70,72,11,6,14,9,11,,47+2,47+2,47+2,41,42,42,42,41,41+2,41+2,41+2,44+2,47+2,47+2,47+2,44+2,59+2,62+2,62+2,62+2,59+2,62+2,70,70,70,62+2,16+2,51.509865,-0.118092,DEF
194017,https://sofifa.com/player/194017/andreas-weimann/220002,22.0,2.0,2021-09-23,A. Weimann,Andreas Weimann,"ST, CAM, RM",70,70,1600000.0,21000.0,29,1991-08-05,178,76,1919.0,Bristol City,14.0,Championship,2.0,RM,14.0,,2018-07-03,2024.0,4,Austria,,,,Right,3,3,1,High/High,Normal (170-185),Yes,3000000.0,,Injury Prone,81.0,69.0,62.0,70.0,45.0,70.0,59,69,68,66,59,70,68,64,48,68,82,81,76,71,68,74,60,82,63,67,74,52,72,67,67,63.0,40,41,34,11,9,16,12,6,,70,70,70,70,71-1,71-1,71-1,70,69+1,69+1,69+1,69+1,64+2,64+2,64+2,69+1,60+2,57+2,57+2,57+2,60+2,58+2,54+2,54+2,54+2,58+2,17+2,47.516231,14.550072,FWD
189619,https://sofifa.com/player/189619/korey-smith/190002,19.0,2.0,2018-08-21,K. Smith,Korey Smith,"CM, CDM",70,71,2000000.0,20000.0,27,1991-01-31,175,70,1919.0,Bristol City,14.0,Championship,2.0,SUB,7.0,,2014-06-27,2019.0,14,England,,,,Right,3,3,1,Medium/High,Normal (170-185),No,4000000.0,,Injury Prone,70.0,55.0,66.0,69.0,68.0,75.0,60,53,60,72,44,67,60,55,66,71,68,72,70,72,78,58,59,85,72,56,73,70,57,65,57,74.0,67,72,66,6,10,11,7,11,,62+1,62+1,62+1,65,65,65,65,65,66+1,66+1,66+1,67+1,69+1,69+1,69+1,67+1,70+1,71,71,71,70+1,70+1,69+1,69+1,69+1,70+1,16+1,51.509865,-0.118092,MID
193900,https://sofifa.com/player/193900/jack-hunt/190002,19.0,2.0,2018-08-21,J. Hunt,Jack Paul Hunt,"RB, RWB",70,71,1600000.0,20000.0,27,1990-12-06,175,71,1919.0,Bristol City,14.0,Championship,2.0,RB,32.0,,2018-07-06,2021.0,14,England,,,,Right,2,3,1,High/Medium,Lean (170-185),No,3200000.0,,Speed Dribbler (AI),83.0,52.0,60.0,68.0,67.0,67.0,67,47,62,63,32,68,61,29,59,67,85,82,72,66,68,70,82,74,64,50,60,65,65,54,48,67.0,67,70,69,15,15,6,14,8,,63+1,63+1,63+1,65,64,64,64,65,63+1,63+1,63+1,66+1,63+1,63+1,63+1,66+1,69+1,65+1,65+1,65+1,69+1,69+1,67+1,67+1,67+1,69+1,18+1,51.509865,-0.118092,DEF
225441,https://sofifa.com/player/225441/kasey-palmer/200002,20.0,2.0,2019-09-19,K. Palmer,Kasey Palmer,"CAM, RM",70,78,2600000.0,20000.0,22,1996-11-09,175,68,1919.0,Bristol City,14.0,Championship,2.0,CAM,45.0,,2019-08-01,2023.0,14,England,,,,Right,4,3,1,High/Low,Normal (170-185),Yes,5500000.0,,"Injury Prone, Flair, Playmaker (AI), Technical Dribbler (AI)",74.0,63.0,65.0,75.0,41.0,60.0,63,63,55,65,61,77,65,63,63,73,76,72,78,64,75,66,58,65,62,62,47,31,66,71,57,71.0,37,46,46,7,16,9,11,16,,66+2,66+2,66+2,70,69,69,69,70,69+2,69+2,69+2,69+2,65+2,65+2,65+2,69+2,57+2,54+2,54+2,54+2,57+2,55+2,49+2,49+2,49+2,55+2,18+2,51.509865,-0.118092,MID
198350,https://sofifa.com/player/198350/daniel-bentley/210002,21.0,2.0,2020-09-23,D. Bentley,Daniel Bentley,GK,70,74,1700000.0,17000.0,26,1993-07-13,188,72,1919.0,Bristol City,14.0,Championship,2.0,GK,1.0,,2019-06-28,2022.0,14,England,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,3400000.0,,"GK Long Throw, Comes For Crosses",,,,,,,18,11,11,44,13,17,12,12,23,30,46,43,51,67,41,50,74,31,68,13,24,22,12,48,22,55.0,30,11,13,75,64,66,69,72,44.0,29+2,29+2,29+2,30,31,31,31,30,33+2,33+2,33+2,31+2,32+2,32+2,32+2,31+2,30+2,32+2,32+2,32+2,30+2,28+2,30+2,30+2,30+2,28+2,69+2,51.509865,-0.118092,GK
224265,/player/224265/joe-williams/240002,24.0,2.0,2023-09-22,J. Williams,Joe Williams,"CDM, CM",70,73,1900000.0,17000.0,26,1996-12-08,185,80,1919.0,Bristol City,14.0,Championship,2.0,LCM,8.0,,2020-08-20,2024.0,14,England,,,,Right,2,3,1,Medium/High,Normal (185+),Yes,3800000.0,,"Long Ball Pass, Slide Tackle",59.0,57.0,67.0,68.0,68.0,67.0,60,53,54,72,62,69,58,54,72,68,62,56,63,65,67,63,62,64,62,59,84,66,50,65,59,63.0,68,72,71,14,9,10,10,9,,60+2,60+2,60+2,63,62,62,62,63,64+2,64+2,64+2,64+2,67+2,67+2,67+2,64+2,66+2,69+2,69+2,69+2,66+2,66+2,67+2,67+2,67+2,66+2,16+2,51.509865,-0.118092,MID
234229,/player/234229/ross-mccrorie/240002,24.0,2.0,2023-09-22,R. McCrorie,Ross McCrorie,"RB, CB, CDM",70,75,2200000.0,16000.0,25,1998-03-18,187,80,1919.0,Bristol City,14.0,Championship,2.0,SUB,2.0,,2023-07-01,2026.0,42,Scotland,,,,Right,3,2,1,High/High,Normal (185+),No,4300000.0,#Engine,"Slide Tackle, Bruiser, Relentless",78.0,53.0,61.0,68.0,67.0,83.0,55,52,66,68,30,70,50,56,64,66,74,81,67,65,70,57,81,89,80,56,82,65,57,58,47,69.0,66,69,65,10,5,11,10,7,,62+2,62+2,62+2,64,64,64,64,64,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,68+2,69+2,69+2,69+2,68+2,68+2,70+2,70+2,70+2,68+2,14+2,56.490671,-4.202646,DEF
202686,https://sofifa.com/player/202686/nahki-wells/220002,22.0,2.0,2021-09-23,N. Wells,Nahki Wells,"ST, LM, LW",70,70,1300000.0,20000.0,31,1990-06-01,170,69,1919.0,Bristol City,14.0,Championship,2.0,SUB,21.0,,2020-01-30,2023.0,68,Bermuda,,,,Right,3,3,1,High/Medium,Lean (170-),Yes,2500000.0,,"Power Free-Kick, Speed Dribbler (AI)",74.0,70.0,63.0,70.0,44.0,62.0,60,72,68,64,68,67,67,67,53,70,75,73,78,71,78,69,64,69,55,65,68,49,74,69,68,68.0,35,43,35,10,6,13,11,7,,70,70,70,69,70,70,70,69,69+1,69+1,69+1,68+2,64+2,64+2,64+2,68+2,57+2,56+2,56+2,56+2,57+2,56+2,52+2,52+2,52+2,56+2,16+2,0.0,0.0,FWD
252376,/player/252376/jason-knight/240002,24.0,2.0,2023-09-22,J. Knight,Jason Paul Knight,"CM, CAM, RB",70,75,2400000.0,16000.0,22,2001-02-13,179,72,1919.0,Bristol City,14.0,Championship,2.0,RCM,12.0,,2023-07-11,2027.0,25,Republic of Ireland,1355.0,LCM,17.0,Right,3,2,1,Medium/Medium,Lean (170-185),No,4700000.0,,Relentless,70.0,63.0,67.0,71.0,64.0,71.0,68,63,63,70,48,70,61,46,67,70,70,70,76,69,78,68,70,90,63,65,65,69,65,68,56,64.0,60,66,64,9,12,9,9,13,,66+2,66+2,66+2,68,68,68,68,68,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,70+2,69+2,65+2,65+2,65+2,69+2,17+2,0.0,0.0,MID
208534,https://sofifa.com/player/208534/alfie-mawson/210002,21.0,2.0,2020-09-23,A. Mawson,Alfie Mawson,CB,70,74,2000000.0,41000.0,26,1994-01-19,189,90,1919.0,Bristol City,14.0,Championship,2.0,LCB,5.0,Fulham,,2021.0,14,England,,,,Right,4,2,1,Medium/High,Normal (185+),Yes,,,Injury Prone,54.0,39.0,49.0,57.0,71.0,69.0,23,44,76,66,40,55,22,24,67,62,54,54,48,64,49,53,75,54,78,21,64,70,25,43,32,68.0,72,70,71,14,12,12,14,10,,53+2,53+2,53+2,49,51,51,51,49,52+2,52+2,52+2,51+2,57+2,57+2,57+2,51+2,59+2,66+2,66+2,66+2,59+2,62+2,70+2,70+2,70+2,62+2,18+2,51.509865,-0.118092,DEF
53593,https://sofifa.com/player/53593/gary-oneil/170002,17.0,2.0,2016-09-20,G. O'Neil,Gary O'Neil,"CM, CDM",70,70,825000.0,30000.0,33,1983-05-18,173,61,1919.0,Bristol City,14.0,Championship,2.0,LDM,6.0,,2016-07-01,2018.0,14,England,,,,Right,3,3,1,Medium/Medium,Lean (170-185),Yes,,,Dives Into Tackles (AI),54.0,64.0,70.0,69.0,60.0,71.0,68,62,54,73,65,67,70,66,68,71,54,54,70,71,78,67,66,83,65,67,72,63,58,68,64,67.0,54,65,58,12,8,15,8,14,,63+1,63+1,63+1,66,65,65,65,66,67+1,67+1,67+1,67+1,69+1,69+1,69+1,67+1,66+1,67+1,67+1,67+1,66+1,64+1,63+1,63+1,63+1,64+1,17+1,51.509865,-0.118092,MID
224265,/player/224265/joe-williams/230002,23.0,2.0,2022-09-26,J. Williams,Joe Williams,"CDM, CM, CAM",70,74,2000000.0,16000.0,25,1996-12-08,185,80,1919.0,Bristol City,14.0,Championship,2.0,LCM,8.0,,2020-08-20,2024.0,14,England,,,,Right,2,3,1,Medium/High,Normal (185+),Yes,4000000.0,,"Injury Prone, Dives Into Tackles (AI), Long Passer (AI), Long Shot Taker (AI)",60.0,56.0,67.0,67.0,68.0,66.0,60,53,54,72,62,69,58,54,73,67,65,56,63,65,67,63,49,64,62,58,84,66,47,65,59,63.0,68,72,71,14,9,10,10,9,,59+2,59+2,59+2,62,62,62,62,62,64+2,64+2,64+2,64+2,67+2,67+2,67+2,64+2,66+2,69+2,69+2,69+2,66+2,66+2,67+2,67+2,67+2,66+2,16+2,51.509865,-0.118092,MID
232755,/player/232755/jay-dasilva/230002,23.0,2.0,2022-09-26,J. Dasilva,Jay Dasilva,"LB, LWB, RM",70,75,2200000.0,15000.0,24,1998-04-22,170,64,1919.0,Bristol City,14.0,Championship,2.0,LWB,3.0,,2019-06-26,2023.0,14,England,,,,Left,3,3,1,Medium/Medium,Normal (170-),No,4300000.0,,"Injury Prone, Speed Dribbler (AI)",85.0,40.0,62.0,72.0,65.0,57.0,66,35,51,68,34,71,69,59,49,70,89,81,85,64,84,50,71,67,49,38,62,67,58,54,43,65.0,65,69,67,13,15,12,8,5,,56+2,56+2,56+2,65,62,62,62,65,63+2,63+2,63+2,66+2,61+2,61+2,61+2,66+2,69+2,64+2,64+2,64+2,69+2,68+2,64+2,64+2,64+2,68+2,16+2,51.509865,-0.118092,DEF
179663,https://sofifa.com/player/179663/tommy-rowe/210002,21.0,2.0,2020-09-23,T. Rowe,Thomas Malcolm Rowe,"LWB, CM",70,70,1200000.0,21000.0,31,1988-09-24,180,81,1919.0,Bristol City,14.0,Championship,2.0,LWB,25.0,,2019-07-01,2021.0,14,England,,,,Left,3,3,1,High/Medium,Normal (170-185),No,2500000.0,,Solid Player,69.0,56.0,63.0,67.0,66.0,65.0,67,57,57,64,44,66,45,53,63,64,68,70,78,66,70,61,66,82,63,52,48,73,66,64,53,63.0,64,67,64,14,14,14,13,16,,62+2,62+2,62+2,65,64,64,64,65,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,68+2,66+2,66+2,66+2,68+2,68+2,64+2,64+2,64+2,68+2,20+2,51.509865,-0.118092,DEF
